session_id,start_time,station_id,energy_kwh,duration_minutes,connector_type
120,2024-05-02 05:00:00,STN_7,17.37,53,CHAdeMO
121,2024-05-02 05:00:00,STN_9,16.45,43,CCS
122,2024-05-02 06:00:00,STN_2,25.53,53,CHAdeMO
123,2024-05-02 06:00:00,STN_4,13.6,41,CCS
124,2024-05-02 06:00:00,STN_5,18.68,38,Type2
125,2024-05-02 06:00:00,STN_7,34.36,49,CCS
126,2024-05-02 06:00:00,STN_8,13.17,54,Type2
127,2024-05-02 06:00:00,STN_10,36.86,55,CHAdeMO
128,2024-05-02 07:00:00,STN_1,11.36,40,Type2
129,2024-05-02 07:00:00,STN_3,30.87,37,CHAdeMO
130,2024-05-02 07:00:00,STN_4,25.11,52,CHAdeMO
131,2024-05-02 07:00:00,STN_7,15.51,44,CCS
132,2024-05-02 07:00:00,STN_10,-0.69,34,CHAdeMO
133,2024-05-02 08:00:00,STN_1,20.23,32,CCS
134,2024-05-02 08:00:00,STN_3,33.43,30,CHAdeMO
135,2024-05-02 08:00:00,STN_5,18.92,46,CCS
136,2024-05-02 09:00:00,STN_1,32.09,30,Type2
137,2024-05-02 09:00:00,STN_2,30.14,45,Type2
138,2024-05-02 09:00:00,STN_4,15.13,49,Type2
139,2024-05-02 09:00:00,STN_8,23.39,38,CHAdeMO
140,2024-05-02 09:00:00,STN_9,22.49,41,CHAdeMO
141,2024-05-02 10:00:00,STN_1,22.79,51,CCS
142,2024-05-02 10:00:00,STN_2,33.1,32,Type2
143,2024-05-02 10:00:00,STN_7,36.93,25,CHAdeMO
144,2024-05-02 10:00:00,STN_8,20.94,50,CHAdeMO
145,2024-05-02 11:00:00,STN_2,23.97,38,Type2
146,2024-05-02 11:00:00,STN_3,20.54,40,CCS
147,2024-05-02 11:00:00,STN_4,17.87,53,CHAdeMO
148,2024-05-02 11:00:00,STN_8,24.5,38,Type2
149,2024-05-02 11:00:00,STN_10,28.3,48,CCS
150,2024-05-02 12:00:00,STN_2,27.69,51,Type2
151,2024-05-02 12:00:00,STN_6,16.2,39,CHAdeMO
152,2024-05-02 12:00:00,STN_8,27.23,51,CHAdeMO
153,2024-05-02 12:00:00,STN_10,21.85,46,Type2
154,2024-05-02 13:00:00,STN_2,30.94,39,Type2
155,2024-05-02 13:00:00,STN_3,25.83,42,Type2
156,2024-05-02 13:00:00,STN_4,20.48,55,CHAdeMO
157,2024-05-02 13:00:00,STN_9,27.78,53,CCS
158,2024-05-02 13:00:00,STN_10,31.14,45,CCS
159,2024-05-02 14:00:00,STN_1,26.77,41,CCS
160,2024-05-02 14:00:00,STN_2,24.27,43,CCS
161,2024-05-02 14:00:00,STN_3,22.68,50,Type2
162,2024-05-02 14:00:00,STN_4,16.27,65,Type2
163,2024-05-02 14:00:00,STN_6,14.96,32,Type2
164,2024-05-02 14:00:00,STN_9,30.11,52,CCS
165,2024-05-02 14:00:00,STN_10,26.37,51,CHAdeMO
166,2024-05-02 15:00:00,STN_2,21.91,36,CCS
167,2024-05-02 15:00:00,STN_7,22.53,38,Type2
168,2024-05-02 15:00:00,STN_9,28.83,43,Type2
169,2024-05-02 15:00:00,STN_10,16.22,41,Type2
170,2024-05-02 16:00:00,STN_1,24.89,39,Type2
171,2024-05-02 16:00:00,STN_2,16.24,47,Type2
172,2024-05-02 16:00:00,STN_4,23.71,39,CCS
173,2024-05-02 16:00:00,STN_7,18.7,47,CHAdeMO
174,2024-05-02 17:00:00,STN_1,11.86,30,CCS
175,2024-05-02 17:00:00,STN_7,16.97,42,Type2
176,2024-05-02 18:00:00,STN_2,24.18,59,CCS
177,2024-05-02 18:00:00,STN_4,28.0,43,CHAdeMO
178,2024-05-02 18:00:00,STN_5,21.87,34,CHAdeMO
179,2024-05-02 18:00:00,STN_7,21.87,42,CHAdeMO
180,2024-05-02 19:00:00,STN_1,24.26,36,CHAdeMO
181,2024-05-02 19:00:00,STN_4,25.64,60,Type2
182,2024-05-02 19:00:00,STN_5,21.24,49,Type2
183,2024-05-02 19:00:00,STN_8,26.83,40,CHAdeMO
184,2024-05-02 20:00:00,STN_7,23.57,45,CCS
185,2024-05-02 21:00:00,STN_2,22.68,37,CCS
186,2024-05-02 21:00:00,STN_3,22.17,49,CCS
187,2024-05-02 21:00:00,STN_6,32.16,54,Type2
188,2024-05-02 21:00:00,STN_9,37.07,37,CHAdeMO
189,2024-05-02 22:00:00,STN_2,28.11,46,CHAdeMO
190,2024-05-02 22:00:00,STN_3,37.33,36,Type2
191,2024-05-02 22:00:00,STN_5,16.12,39,CCS
192,2024-05-02 22:00:00,STN_7,7.13,39,CHAdeMO
193,2024-05-02 22:00:00,STN_9,16.69,46,CCS
194,2024-05-02 23:00:00,STN_5,24.39,63,Type2
195,2024-05-02 23:00:00,STN_8,28.65,39,Type2
196,2024-05-02 23:00:00,STN_9,15.71,49,CCS
197,2024-05-03 00:00:00,STN_1,12.76,63,Type2
198,2024-05-03 00:00:00,STN_4,30.26,40,CHAdeMO
199,2024-05-03 00:00:00,STN_5,10.01,58,Type2
200,2024-05-03 00:00:00,STN_6,21.2,57,CCS
201,2024-05-03 01:00:00,STN_1,10.84,39,CHAdeMO
202,2024-05-03 01:00:00,STN_8,22.04,45,CHAdeMO
203,2024-05-03 02:00:00,STN_1,18.85,51,Type2
204,2024-05-03 02:00:00,STN_4,14.53,43,CCS
205,2024-05-03 02:00:00,STN_7,22.84,50,CCS
206,2024-05-03 02:00:00,STN_8,26.98,33,CHAdeMO
207,2024-05-03 02:00:00,STN_9,11.26,57,CHAdeMO
208,2024-05-03 02:00:00,STN_10,24.33,37,Type2
209,2024-05-03 03:00:00,STN_1,32.86,46,CCS
210,2024-05-03 03:00:00,STN_4,30.26,45,Type2
211,2024-05-03 03:00:00,STN_5,36.43,62,Type2
212,2024-05-03 03:00:00,STN_9,20.26,54,CCS
213,2024-05-03 04:00:00,STN_2,26.52,58,Type2
214,2024-05-03 04:00:00,STN_6,15.25,51,CHAdeMO
215,2024-05-03 04:00:00,STN_7,29.41,27,CCS
216,2024-05-03 04:00:00,STN_8,13.72,24,CCS
217,2024-05-03 04:00:00,STN_9,20.11,52,Type2
218,2024-05-03 04:00:00,STN_10,32.52,45,Type2
219,2024-05-03 05:00:00,STN_1,33.4,31,Type2
220,2024-05-03 05:00:00,STN_2,10.08,44,Type2
221,2024-05-03 05:00:00,STN_4,24.69,44,CCS
222,2024-05-03 05:00:00,STN_5,7.53,44,CHAdeMO
223,2024-05-03 05:00:00,STN_6,12.87,51,CHAdeMO
224,2024-05-03 06:00:00,STN_1,24.57,35,CHAdeMO
225,2024-05-03 06:00:00,STN_3,18.4,34,CHAdeMO
226,2024-05-03 06:00:00,STN_5,21.56,54,Type2
227,2024-05-03 06:00:00,STN_6,15.1,50,CHAdeMO
228,2024-05-03 06:00:00,STN_7,18.29,37,CCS
229,2024-05-03 06:00:00,STN_8,21.25,34,CCS
230,2024-05-03 06:00:00,STN_9,18.12,33,Type2
231,2024-05-03 07:00:00,STN_7,35.75,45,CCS
232,2024-05-03 07:00:00,STN_9,17.1,47,CCS
233,2024-05-03 08:00:00,STN_2,21.21,42,Type2
234,2024-05-03 08:00:00,STN_5,26.3,52,Type2
235,2024-05-03 08:00:00,STN_6,18.29,39,CCS
236,2024-05-03 08:00:00,STN_7,20.07,21,CHAdeMO
237,2024-05-03 08:00:00,STN_8,11.39,58,CCS
238,2024-05-03 08:00:00,STN_9,33.51,42,Type2
239,2024-05-03 09:00:00,STN_1,26.04,48,Type2
240,2024-05-03 09:00:00,STN_4,43.55,56,CHAdeMO
241,2024-05-03 09:00:00,STN_5,21.1,35,CHAdeMO
242,2024-05-03 09:00:00,STN_7,10.75,47,CHAdeMO
243,2024-05-03 09:00:00,STN_9,16.71,30,Type2
244,2024-05-03 10:00:00,STN_2,17.47,34,CHAdeMO
245,2024-05-03 10:00:00,STN_3,33.81,53,CCS
246,2024-05-03 10:00:00,STN_6,21.94,59,CCS
247,2024-05-03 10:00:00,STN_7,22.54,36,CHAdeMO
248,2024-05-03 10:00:00,STN_10,32.66,50,Type2
249,2024-05-03 11:00:00,STN_2,14.74,43,Type2
250,2024-05-03 11:00:00,STN_4,15.87,31,CHAdeMO
251,2024-05-03 11:00:00,STN_5,28.48,64,CHAdeMO
252,2024-05-03 11:00:00,STN_7,12.21,50,Type2
253,2024-05-03 11:00:00,STN_8,17.45,40,Type2
254,2024-05-03 12:00:00,STN_2,17.85,36,Type2
255,2024-05-03 12:00:00,STN_5,22.34,36,CCS
256,2024-05-03 12:00:00,STN_6,23.89,44,CCS
257,2024-05-03 12:00:00,STN_7,20.33,35,Type2
258,2024-05-03 13:00:00,STN_1,17.96,52,CHAdeMO
259,2024-05-03 13:00:00,STN_3,25.51,35,Type2
260,2024-05-03 13:00:00,STN_7,22.7,52,Type2
261,2024-05-03 13:00:00,STN_8,10.31,50,Type2
262,2024-05-03 14:00:00,STN_1,17.36,50,CCS
263,2024-05-03 14:00:00,STN_3,16.66,26,CHAdeMO
264,2024-05-03 14:00:00,STN_4,10.61,45,CHAdeMO
265,2024-05-03 14:00:00,STN_5,23.82,35,Type2
266,2024-05-03 14:00:00,STN_7,26.47,28,CCS
267,2024-05-03 14:00:00,STN_9,21.54,32,CHAdeMO
268,2024-05-03 14:00:00,STN_10,17.44,45,Type2
269,2024-05-03 15:00:00,STN_10,15.98,41,CHAdeMO
270,2024-05-03 16:00:00,STN_1,29.04,39,Type2
271,2024-05-03 16:00:00,STN_5,27.85,33,Type2
272,2024-05-03 16:00:00,STN_9,25.71,59,CHAdeMO
273,2024-05-03 17:00:00,STN_2,4.7,37,Type2
274,2024-05-03 17:00:00,STN_3,26.04,42,Type2
275,2024-05-03 17:00:00,STN_8,24.6,38,CHAdeMO
276,2024-05-03 17:00:00,STN_9,22.61,43,Type2
277,2024-05-03 18:00:00,STN_5,30.17,47,Type2
278,2024-05-03 18:00:00,STN_8,24.36,40,CCS
279,2024-05-03 19:00:00,STN_1,18.59,40,CCS
280,2024-05-03 19:00:00,STN_2,24.76,40,CCS
281,2024-05-03 19:00:00,STN_3,24.03,65,CCS
282,2024-05-03 19:00:00,STN_5,28.1,41,CHAdeMO
283,2024-05-03 19:00:00,STN_7,30.41,40,CHAdeMO
284,2024-05-03 19:00:00,STN_10,7.73,34,CHAdeMO
285,2024-05-03 20:00:00,STN_1,8.9,41,CCS
286,2024-05-03 20:00:00,STN_3,22.13,61,Type2
287,2024-05-03 20:00:00,STN_6,24.29,42,Type2
288,2024-05-03 20:00:00,STN_7,27.81,22,Type2
289,2024-05-03 20:00:00,STN_8,23.65,52,CCS
290,2024-05-03 20:00:00,STN_9,11.65,56,CCS
291,2024-05-03 21:00:00,STN_7,24.37,40,CCS
292,2024-05-03 22:00:00,STN_4,26.43,67,CCS
293,2024-05-03 22:00:00,STN_6,23.27,47,CCS
294,2024-05-03 22:00:00,STN_8,18.78,36,Type2
295,2024-05-03 22:00:00,STN_10,27.81,36,CCS
296,2024-05-03 23:00:00,STN_3,22.5,40,CCS
297,2024-05-03 23:00:00,STN_4,25.35,48,Type2
298,2024-05-03 23:00:00,STN_6,29.26,39,CHAdeMO
299,2024-05-03 23:00:00,STN_8,20.11,35,Type2
300,2024-05-03 23:00:00,STN_10,18.89,48,CCS
301,2024-05-04 00:00:00,STN_3,27.3,35,CHAdeMO
302,2024-05-04 00:00:00,STN_7,28.09,58,CHAdeMO
303,2024-05-04 00:00:00,STN_8,24.89,63,Type2
304,2024-05-04 00:00:00,STN_9,16.58,32,CCS
305,2024-05-04 01:00:00,STN_3,9.55,59,Type2
306,2024-05-04 01:00:00,STN_4,26.58,44,Type2
307,2024-05-04 01:00:00,STN_5,23.96,33,CHAdeMO
308,2024-05-04 02:00:00,STN_8,39.12,46,CHAdeMO
309,2024-05-04 02:00:00,STN_9,22.77,52,CHAdeMO
310,2024-05-04 02:00:00,STN_10,25.37,47,CHAdeMO
311,2024-05-04 03:00:00,STN_1,16.47,49,CCS
312,2024-05-04 03:00:00,STN_2,35.17,58,CCS
313,2024-05-04 03:00:00,STN_3,33.15,39,CCS
314,2024-05-04 03:00:00,STN_5,15.07,43,CCS
315,2024-05-04 03:00:00,STN_9,22.39,55,CHAdeMO
316,2024-05-04 04:00:00,STN_1,10.15,60,CHAdeMO
317,2024-05-04 04:00:00,STN_4,20.89,40,CCS
318,2024-05-04 04:00:00,STN_5,14.92,28,Type2
319,2024-05-04 04:00:00,STN_6,27.76,45,Type2
320,2024-05-04 04:00:00,STN_7,12.97,32,CHAdeMO
321,2024-05-04 04:00:00,STN_8,19.65,61,Type2
322,2024-05-04 04:00:00,STN_10,20.18,29,CCS
323,2024-05-04 05:00:00,STN_7,20.28,42,Type2
324,2024-05-04 06:00:00,STN_1,3.12,44,CCS
325,2024-05-04 06:00:00,STN_3,20.38,51,CCS
326,2024-05-04 06:00:00,STN_4,34.94,56,CHAdeMO
327,2024-05-04 06:00:00,STN_5,20.12,33,CCS
328,2024-05-04 07:00:00,STN_1,40.01,45,CHAdeMO
329,2024-05-04 07:00:00,STN_2,22.1,44,CCS
330,2024-05-04 07:00:00,STN_4,23.39,43,Type2
331,2024-05-04 07:00:00,STN_7,17.98,39,CHAdeMO
332,2024-05-04 07:00:00,STN_8,21.77,39,Type2
333,2024-05-04 07:00:00,STN_10,17.01,46,CHAdeMO
334,2024-05-04 08:00:00,STN_4,20.22,60,CHAdeMO
335,2024-05-04 08:00:00,STN_9,3.44,55,Type2
336,2024-05-04 08:00:00,STN_10,30.72,24,CHAdeMO
337,2024-05-04 09:00:00,STN_2,19.6,41,CCS
338,2024-05-04 09:00:00,STN_3,12.15,37,Type2
339,2024-05-04 09:00:00,STN_4,14.23,62,Type2
340,2024-05-04 09:00:00,STN_7,28.55,57,CCS
341,2024-05-04 09:00:00,STN_8,27.05,33,CHAdeMO
342,2024-05-04 09:00:00,STN_9,18.33,49,CHAdeMO
343,2024-05-04 09:00:00,STN_10,13.45,52,Type2
344,2024-05-04 10:00:00,STN_2,20.32,41,CCS
345,2024-05-04 10:00:00,STN_4,26.98,49,Type2
346,2024-05-04 10:00:00,STN_5,19.47,56,CHAdeMO
347,2024-05-04 10:00:00,STN_7,14.43,51,Type2
348,2024-05-04 10:00:00,STN_8,26.15,41,CHAdeMO
349,2024-05-04 10:00:00,STN_9,24.28,32,CCS
350,2024-05-04 10:00:00,STN_10,28.47,43,CHAdeMO
351,2024-05-04 11:00:00,STN_1,18.34,55,CCS
352,2024-05-04 11:00:00,STN_2,17.07,30,CHAdeMO
353,2024-05-04 11:00:00,STN_3,11.1,51,Type2
354,2024-05-04 11:00:00,STN_4,13.04,62,Type2
355,2024-05-04 11:00:00,STN_8,7.43,61,CCS
356,2024-05-04 11:00:00,STN_9,23.48,44,CHAdeMO
357,2024-05-04 12:00:00,STN_4,18.19,48,Type2
358,2024-05-04 13:00:00,STN_4,21.74,56,Type2
359,2024-05-04 13:00:00,STN_5,22.8,46,Type2
360,2024-05-04 13:00:00,STN_6,19.45,44,Type2
361,2024-05-04 13:00:00,STN_9,24.15,27,CHAdeMO
362,2024-05-04 13:00:00,STN_10,12.56,52,Type2
363,2024-05-04 14:00:00,STN_5,23.2,43,Type2
364,2024-05-04 14:00:00,STN_8,22.13,48,Type2
365,2024-05-04 15:00:00,STN_1,18.22,37,Type2
366,2024-05-04 15:00:00,STN_4,23.37,35,CHAdeMO
367,2024-05-04 15:00:00,STN_8,24.86,27,Type2
368,2024-05-04 15:00:00,STN_10,29.2,49,CCS
369,2024-05-04 16:00:00,STN_1,23.79,54,CHAdeMO
370,2024-05-04 16:00:00,STN_3,33.66,55,CCS
371,2024-05-04 16:00:00,STN_9,9.11,32,CHAdeMO
372,2024-05-04 17:00:00,STN_1,17.63,45,CCS
373,2024-05-04 17:00:00,STN_2,25.62,37,Type2
374,2024-05-04 17:00:00,STN_4,23.31,37,CCS
375,2024-05-04 17:00:00,STN_5,17.72,30,Type2
376,2024-05-04 17:00:00,STN_8,15.54,31,Type2
377,2024-05-04 18:00:00,STN_1,15.17,55,Type2
378,2024-05-04 18:00:00,STN_3,15.35,71,Type2
379,2024-05-04 18:00:00,STN_4,25.45,46,CCS
380,2024-05-04 18:00:00,STN_5,15.99,52,CHAdeMO
381,2024-05-04 18:00:00,STN_6,17.97,46,CCS
382,2024-05-04 18:00:00,STN_7,39.92,44,CHAdeMO
383,2024-05-04 19:00:00,STN_1,30.04,37,CHAdeMO
384,2024-05-04 19:00:00,STN_7,21.76,62,Type2
385,2024-05-04 19:00:00,STN_9,17.61,63,CCS
386,2024-05-04 19:00:00,STN_10,26.95,39,CCS
387,2024-05-04 20:00:00,STN_3,26.43,54,CCS
388,2024-05-04 20:00:00,STN_8,26.35,29,Type2
389,2024-05-04 21:00:00,STN_2,16.91,42,Type2
390,2024-05-04 21:00:00,STN_3,21.48,51,CCS
391,2024-05-04 21:00:00,STN_6,23.24,31,CCS
392,2024-05-04 21:00:00,STN_7,24.66,51,Type2
393,2024-05-04 21:00:00,STN_8,25.92,55,CCS
394,2024-05-04 21:00:00,STN_9,27.84,49,CHAdeMO
395,2024-05-04 22:00:00,STN_1,21.51,28,Type2
396,2024-05-04 22:00:00,STN_2,25.01,47,Type2
397,2024-05-04 22:00:00,STN_5,23.9,32,CCS
398,2024-05-04 22:00:00,STN_9,14.43,55,CHAdeMO
399,2024-05-04 22:00:00,STN_10,21.72,51,Type2
400,2024-05-04 23:00:00,STN_2,22.2,45,CCS
401,2024-05-04 23:00:00,STN_6,28.57,39,CHAdeMO
402,2024-05-04 23:00:00,STN_8,22.67,40,Type2
403,2024-05-04 23:00:00,STN_10,18.96,41,CHAdeMO
404,2024-05-05 00:00:00,STN_2,23.55,40,CCS
405,2024-05-05 00:00:00,STN_5,30.79,36,CCS
406,2024-05-05 00:00:00,STN_7,20.69,40,CCS
407,2024-05-05 00:00:00,STN_9,32.13,46,Type2
408,2024-05-05 00:00:00,STN_10,29.22,30,CHAdeMO
409,2024-05-05 01:00:00,STN_2,23.87,53,CHAdeMO
410,2024-05-05 01:00:00,STN_4,22.58,55,CCS
411,2024-05-05 01:00:00,STN_10,18.38,59,CHAdeMO
412,2024-05-05 02:00:00,STN_3,38.09,41,Type2
413,2024-05-05 02:00:00,STN_4,18.88,59,CHAdeMO
414,2024-05-05 02:00:00,STN_5,33.06,39,Type2
415,2024-05-05 02:00:00,STN_8,19.06,42,CCS
416,2024-05-05 02:00:00,STN_9,12.59,35,CCS
417,2024-05-05 02:00:00,STN_10,14.97,37,CHAdeMO
418,2024-05-05 03:00:00,STN_2,21.76,47,CCS
419,2024-05-05 03:00:00,STN_4,32.85,35,CCS
420,2024-05-05 03:00:00,STN_6,28.89,42,CCS
421,2024-05-05 04:00:00,STN_2,21.65,51,CHAdeMO
422,2024-05-05 04:00:00,STN_5,14.14,48,Type2
423,2024-05-05 04:00:00,STN_6,23.17,49,Type2
424,2024-05-05 04:00:00,STN_7,24.02,69,CCS
425,2024-05-05 04:00:00,STN_8,17.54,39,CCS
426,2024-05-05 05:00:00,STN_1,17.64,39,CHAdeMO
427,2024-05-05 05:00:00,STN_3,17.54,56,CCS
428,2024-05-05 05:00:00,STN_5,31.94,39,Type2
429,2024-05-05 05:00:00,STN_7,16.17,49,Type2
430,2024-05-05 05:00:00,STN_8,18.13,51,CHAdeMO
431,2024-05-05 06:00:00,STN_6,23.42,29,CHAdeMO
432,2024-05-05 06:00:00,STN_9,32.83,62,CCS
433,2024-05-05 06:00:00,STN_10,17.71,41,CHAdeMO
434,2024-05-05 07:00:00,STN_1,24.0,48,CCS
435,2024-05-05 07:00:00,STN_4,26.61,65,Type2
436,2024-05-05 07:00:00,STN_5,20.76,37,CHAdeMO
437,2024-05-05 07:00:00,STN_6,12.34,37,CCS
438,2024-05-05 07:00:00,STN_7,21.77,62,Type2
439,2024-05-05 07:00:00,STN_8,18.38,47,CCS
440,2024-05-05 08:00:00,STN_4,21.89,56,Type2
441,2024-05-05 08:00:00,STN_10,39.69,39,Type2
442,2024-05-05 09:00:00,STN_2,18.57,55,CCS
443,2024-05-05 09:00:00,STN_3,26.77,63,CHAdeMO
444,2024-05-05 09:00:00,STN_4,26.09,41,Type2
445,2024-05-05 09:00:00,STN_7,26.13,56,Type2
